dataset,subject,num_models,fit_seed,surrogate,surrogate_seed
ds004504,55,6,0,phase,100055
ds004504,55,6,1,none,0
ds004504,55,6,1,phase,100055
ds004504,55,6,2,none,0
ds004504,55,6,2,phase,100055
ds004504,55,7,0,none,0
ds004504,55,7,0,phase,100055
ds004504,55,7,1,none,0
ds004504,55,7,1,phase,100055
ds004504,55,7,2,none,0
ds004504,55,7,2,phase,100055
ds004504,55,8,0,none,0
ds004504,55,8,0,phase,100055
ds004504,55,8,1,none,0
ds004504,55,8,1,phase,100055
ds004504,55,8,2,none,0
ds004504,55,8,2,phase,100055
ds004504,55,9,0,none,0
ds004504,55,9,0,phase,100055
ds004504,55,9,1,none,0
ds004504,55,9,1,phase,100055
ds004504,55,9,2,none,0
ds004504,55,9,2,phase,100055
ds004504,55,10,0,none,0
ds004504,55,10,0,phase,100055
ds004504,55,10,1,none,0
ds004504,55,10,1,phase,100055
ds004504,55,10,2,none,0
ds004504,55,10,2,phase,100055
ds004504,56,1,0,none,0
ds004504,56,1,0,phase,100056
ds004504,56,1,1,none,0
ds004504,56,1,1,phase,100056
ds004504,56,1,2,none,0
ds004504,56,1,2,phase,100056
ds004504,56,2,0,none,0
ds004504,56,2,0,phase,100056
ds004504,56,2,1,none,0
ds004504,56,2,1,phase,100056
ds004504,56,2,2,none,0
ds004504,56,2,2,phase,100056
ds004504,56,3,0,none,0
ds004504,56,3,0,phase,100056
ds004504,56,3,1,none,0
ds004504,56,3,1,phase,100056
ds004504,56,3,2,none,0
ds004504,56,3,2,phase,100056
ds004504,56,4,0,none,0
ds004504,56,4,0,phase,100056
ds004504,56,4,1,none,0
ds004504,56,4,1,phase,100056
ds004504,56,4,2,none,0
ds004504,56,4,2,phase,100056
ds004504,56,5,0,none,0
ds004504,56,5,0,phase,100056
ds004504,56,5,1,none,0
ds004504,56,5,1,phase,100056
ds004504,56,5,2,none,0
ds004504,56,5,2,phase,100056
ds004504,56,6,0,none,0
ds004504,56,6,0,phase,100056
ds004504,56,6,1,none,0
ds004504,56,6,1,phase,100056
ds004504,56,6,2,none,0
ds004504,56,6,2,phase,100056
ds004504,56,7,0,none,0
ds004504,56,7,0,phase,100056
ds004504,56,7,1,none,0
ds004504,56,7,1,phase,100056
ds004504,56,7,2,none,0
ds004504,56,7,2,phase,100056
ds004504,56,8,0,none,0
ds004504,56,8,0,phase,100056
ds004504,56,8,1,none,0
ds004504,56,8,1,phase,100056
ds004504,56,8,2,none,0
ds004504,56,8,2,phase,100056
ds004504,56,9,0,none,0
ds004504,56,9,0,phase,100056
ds004504,56,9,1,none,0
ds004504,56,9,1,phase,100056
ds004504,56,9,2,none,0
ds004504,56,9,2,phase,100056
ds004504,56,10,0,none,0
ds004504,56,10,0,phase,100056
ds004504,56,10,1,none,0
ds004504,56,10,1,phase,100056
ds004504,56,10,2,none,0
ds004504,56,10,2,phase,100056
ds004504,57,1,0,none,0
ds004504,57,1,0,phase,100057
ds004504,57,1,1,none,0
ds004504,57,1,1,phase,100057
ds004504,57,1,2,none,0
ds004504,57,1,2,phase,100057
ds004504,57,2,0,none,0
ds004504,57,2,0,phase,100057
ds004504,57,2,1,none,0
ds004504,57,2,1,phase,100057
ds004504,57,2,2,none,0
ds004504,57,2,2,phase,100057
ds004504,57,3,0,none,0
ds004504,57,3,0,phase,100057
ds004504,57,3,1,none,0
ds004504,57,3,1,phase,100057
ds004504,57,3,2,none,0
ds004504,57,3,2,phase,100057
ds004504,57,4,0,none,0
ds004504,57,4,0,phase,100057
ds004504,57,4,1,none,0
ds004504,57,4,1,phase,100057
ds004504,57,4,2,none,0
ds004504,57,4,2,phase,100057
ds004504,57,5,0,none,0
ds004504,57,5,0,phase,100057
ds004504,57,5,1,none,0
ds004504,57,5,1,phase,100057
ds004504,57,5,2,none,0
ds004504,57,5,2,phase,100057
ds004504,57,6,0,none,0
ds004504,57,6,0,phase,100057
ds004504,57,6,1,none,0
ds004504,57,6,1,phase,100057
ds004504,57,6,2,none,0
ds004504,57,6,2,phase,100057
ds004504,57,7,0,none,0
ds004504,57,7,0,phase,100057
ds004504,57,7,1,none,0
ds004504,57,7,1,phase,100057
ds004504,57,7,2,none,0
ds004504,57,7,2,phase,100057
ds004504,57,8,0,none,0
ds004504,57,8,0,phase,100057
ds004504,57,8,1,none,0
ds004504,57,8,1,phase,100057
ds004504,57,8,2,none,0
ds004504,57,8,2,phase,100057
ds004504,57,9,0,none,0
ds004504,57,9,0,phase,100057
ds004504,57,9,1,none,0
ds004504,57,9,1,phase,100057
ds004504,57,9,2,none,0
ds004504,57,9,2,phase,100057
ds004504,57,10,0,none,0
ds004504,57,10,0,phase,100057
ds004504,57,10,1,none,0
ds004504,57,10,1,phase,100057
ds004504,57,10,2,none,0
ds004504,57,10,2,phase,100057
ds004504,58,1,0,none,0
ds004504,58,1,0,phase,100058
ds004504,58,1,1,none,0
ds004504,58,1,1,phase,100058
ds004504,58,1,2,none,0
ds004504,58,1,2,phase,100058
ds004504,58,2,0,none,0
ds004504,58,2,0,phase,100058
ds004504,58,2,1,none,0
ds004504,58,2,1,phase,100058
ds004504,58,2,2,none,0
ds004504,58,2,2,phase,100058
ds004504,58,3,0,none,0
ds004504,58,3,0,phase,100058
ds004504,58,3,1,none,0
ds004504,58,3,1,phase,100058
ds004504,58,3,2,none,0
ds004504,58,3,2,phase,100058
ds004504,58,4,0,none,0
ds004504,58,4,0,phase,100058
ds004504,58,4,1,none,0
ds004504,58,4,1,phase,100058
ds004504,58,4,2,none,0
ds004504,58,4,2,phase,100058
ds004504,58,5,0,none,0
ds004504,58,5,0,phase,100058
ds004504,58,5,1,none,0
ds004504,58,5,1,phase,100058
ds004504,58,5,2,none,0
ds004504,58,5,2,phase,100058
ds004504,58,6,0,none,0
ds004504,58,6,0,phase,100058
ds004504,58,6,1,none,0
ds004504,58,6,1,phase,100058
ds004504,58,6,2,none,0
ds004504,58,6,2,phase,100058
ds004504,58,7,0,none,0
ds004504,58,7,0,phase,100058
ds004504,58,7,1,none,0
ds004504,58,7,1,phase,100058
ds004504,58,7,2,none,0
ds004504,58,7,2,phase,100058
ds004504,58,8,0,none,0
ds004504,58,8,0,phase,100058
ds004504,58,8,1,none,0
ds004504,58,8,1,phase,100058
ds004504,58,8,2,none,0
ds004504,58,8,2,phase,100058
ds004504,58,9,0,none,0
ds004504,58,9,0,phase,100058
ds004504,58,9,1,none,0
ds004504,58,9,1,phase,100058
ds004504,58,9,2,none,0
ds004504,58,9,2,phase,100058
ds004504,58,10,0,none,0
ds004504,58,10,0,phase,100058
ds004504,58,10,1,none,0
ds004504,58,10,1,phase,100058
ds004504,58,10,2,none,0
ds004504,58,10,2,phase,100058
ds004504,59,1,0,none,0
ds004504,59,1,0,phase,100059
ds004504,59,1,1,none,0
ds004504,59,1,1,phase,100059
ds004504,59,1,2,none,0
ds004504,59,1,2,phase,100059
ds004504,59,2,0,none,0
ds004504,59,2,0,phase,100059
ds004504,59,2,1,none,0
ds004504,59,2,1,phase,100059
ds004504,59,2,2,none,0
ds004504,59,2,2,phase,100059
ds004504,59,3,0,none,0
ds004504,59,3,0,phase,100059
ds004504,59,3,1,none,0
ds004504,59,3,1,phase,100059
ds004504,59,3,2,none,0
ds004504,59,3,2,phase,100059
ds004504,59,4,0,none,0
ds004504,59,4,0,phase,100059
ds004504,59,4,1,none,0
ds004504,59,4,1,phase,100059
ds004504,59,4,2,none,0
ds004504,59,4,2,phase,100059
ds004504,59,5,0,none,0
ds004504,59,5,0,phase,100059
ds004504,59,5,1,none,0
ds004504,59,5,1,phase,100059
ds004504,59,5,2,none,0
ds004504,59,5,2,phase,100059
ds004504,59,6,0,none,0
ds004504,59,6,0,phase,100059
ds004504,59,6,1,none,0
ds004504,59,6,1,phase,100059
ds004504,59,6,2,none,0
ds004504,59,6,2,phase,100059
ds004504,59,7,0,none,0
ds004504,59,7,0,phase,100059
ds004504,59,7,1,none,0
ds004504,59,7,1,phase,100059
ds004504,59,7,2,none,0
ds004504,59,7,2,phase,100059
ds004504,59,8,0,none,0
ds004504,59,8,0,phase,100059
ds004504,59,8,1,none,0
ds004504,59,8,1,phase,100059
ds004504,59,8,2,none,0
ds004504,59,8,2,phase,100059
ds004504,59,9,0,none,0
ds004504,59,9,0,phase,100059
ds004504,59,9,1,none,0
ds004504,59,9,1,phase,100059
ds004504,59,9,2,none,0
ds004504,59,9,2,phase,100059
ds004504,59,10,0,none,0
ds004504,59,10,0,phase,100059
ds004504,59,10,1,none,0
ds004504,59,10,1,phase,100059
ds004504,59,10,2,none,0
ds004504,59,10,2,phase,100059
ds004504,60,1,0,none,0
ds004504,60,1,0,phase,100060
ds004504,60,1,1,none,0
ds004504,60,1,1,phase,100060
ds004504,60,1,2,none,0
ds004504,60,1,2,phase,100060
ds004504,60,2,0,none,0
ds004504,60,2,0,phase,100060
ds004504,60,2,1,none,0
ds004504,60,2,1,phase,100060
ds004504,60,2,2,none,0
ds004504,60,2,2,phase,100060
ds004504,60,3,0,none,0
ds004504,60,3,0,phase,100060
ds004504,60,3,1,none,0
ds004504,60,3,1,phase,100060
ds004504,60,3,2,none,0
ds004504,60,3,2,phase,100060
ds004504,60,4,0,none,0
ds004504,60,4,0,phase,100060
ds004504,60,4,1,none,0
ds004504,60,4,1,phase,100060
ds004504,60,4,2,none,0
ds004504,60,4,2,phase,100060
ds004504,60,5,0,none,0
ds004504,60,5,0,phase,100060
ds004504,60,5,1,none,0
ds004504,60,5,1,phase,100060
ds004504,60,5,2,none,0
ds004504,60,5,2,phase,100060
ds004504,60,6,0,none,0
ds004504,60,6,0,phase,100060
ds004504,60,6,1,none,0
ds004504,60,6,1,phase,100060
ds004504,60,6,2,none,0
ds004504,60,6,2,phase,100060
ds004504,60,7,0,none,0
ds004504,60,7,0,phase,100060
ds004504,60,7,1,none,0
ds004504,60,7,1,phase,100060
ds004504,60,7,2,none,0
ds004504,60,7,2,phase,100060
ds004504,60,8,0,none,0
ds004504,60,8,0,phase,100060
ds004504,60,8,1,none,0
ds004504,60,8,1,phase,100060
ds004504,60,8,2,none,0
ds004504,60,8,2,phase,100060
ds004504,60,9,0,none,0
ds004504,60,9,0,phase,100060
ds004504,60,9,1,none,0
ds004504,60,9,1,phase,100060
ds004504,60,9,2,none,0
ds004504,60,9,2,phase,100060
ds004504,60,10,0,none,0
ds004504,60,10,0,phase,100060
ds004504,60,10,1,none,0
ds004504,60,10,1,phase,100060
ds004504,60,10,2,none,0
ds004504,60,10,2,phase,100060
ds004504,61,1,0,none,0
ds004504,61,1,0,phase,100061
ds004504,61,1,1,none,0
ds004504,61,1,1,phase,100061
ds004504,61,1,2,none,0
ds004504,61,1,2,phase,100061
ds004504,61,2,0,none,0
ds004504,61,2,0,phase,100061
ds004504,61,2,1,none,0
ds004504,61,2,1,phase,100061
ds004504,61,2,2,none,0
ds004504,61,2,2,phase,100061
ds004504,61,3,0,none,0
ds004504,61,3,0,phase,100061
ds004504,61,3,1,none,0
ds004504,61,3,1,phase,100061
ds004504,61,3,2,none,0
ds004504,61,3,2,phase,100061
ds004504,61,4,0,none,0
ds004504,61,4,0,phase,100061
ds004504,61,4,1,none,0
ds004504,61,4,1,phase,100061
ds004504,61,4,2,none,0
ds004504,61,4,2,phase,100061
ds004504,61,5,0,none,0
ds004504,61,5,0,phase,100061
ds004504,61,5,1,none,0
ds004504,61,5,1,phase,100061
ds004504,61,5,2,none,0
ds004504,61,5,2,phase,100061
ds004504,61,6,0,none,0
ds004504,61,6,0,phase,100061
ds004504,61,6,1,none,0
ds004504,61,6,1,phase,100061
ds004504,61,6,2,none,0
ds004504,61,6,2,phase,100061
ds004504,61,7,0,none,0
ds004504,61,7,0,phase,100061
ds004504,61,7,1,none,0
ds004504,61,7,1,phase,100061
ds004504,61,7,2,none,0
ds004504,61,7,2,phase,100061
ds004504,61,8,0,none,0
ds004504,61,8,0,phase,100061
ds004504,61,8,1,none,0
ds004504,61,8,1,phase,100061
ds004504,61,8,2,none,0
ds004504,61,8,2,phase,100061
ds004504,61,9,0,none,0
ds004504,61,9,0,phase,100061
ds004504,61,9,1,none,0
ds004504,61,9,1,phase,100061
ds004504,61,9,2,none,0
ds004504,61,9,2,phase,100061
ds004504,61,10,0,none,0
ds004504,61,10,0,phase,100061
ds004504,61,10,1,none,0
ds004504,61,10,1,phase,100061
ds004504,61,10,2,none,0
ds004504,61,10,2,phase,100061
ds004504,62,1,0,none,0
ds004504,62,1,0,phase,100062
ds004504,62,1,1,none,0
ds004504,62,1,1,phase,100062
ds004504,62,1,2,none,0
ds004504,62,1,2,phase,100062
ds004504,62,2,0,none,0
ds004504,62,2,0,phase,100062
ds004504,62,2,1,none,0
ds004504,62,2,1,phase,100062
ds004504,62,2,2,none,0
ds004504,62,2,2,phase,100062
ds004504,62,3,0,none,0
ds004504,62,3,0,phase,100062
ds004504,62,3,1,none,0
ds004504,62,3,1,phase,100062
ds004504,62,3,2,none,0
ds004504,62,3,2,phase,100062
ds004504,62,4,0,none,0
ds004504,62,4,0,phase,100062
ds004504,62,4,1,none,0
ds004504,62,4,1,phase,100062
ds004504,62,4,2,none,0
ds004504,62,4,2,phase,100062
ds004504,62,5,0,none,0
ds004504,62,5,0,phase,100062
ds004504,62,5,1,none,0
ds004504,62,5,1,phase,100062
ds004504,62,5,2,none,0
ds004504,62,5,2,phase,100062
ds004504,62,6,0,none,0
ds004504,62,6,0,phase,100062
ds004504,62,6,1,none,0
ds004504,62,6,1,phase,100062
ds004504,62,6,2,none,0
ds004504,62,6,2,phase,100062
ds004504,62,7,0,none,0
ds004504,62,7,0,phase,100062
ds004504,62,7,1,none,0
ds004504,62,7,1,phase,100062
ds004504,62,7,2,none,0
ds004504,62,7,2,phase,100062
ds004504,62,8,0,none,0
ds004504,62,8,0,phase,100062
ds004504,62,8,1,none,0
ds004504,62,8,1,phase,100062
ds004504,62,8,2,none,0
ds004504,62,8,2,phase,100062
ds004504,62,9,0,none,0
ds004504,62,9,0,phase,100062
ds004504,62,9,1,none,0
ds004504,62,9,1,phase,100062
ds004504,62,9,2,none,0
ds004504,62,9,2,phase,100062
ds004504,62,10,0,none,0
ds004504,62,10,0,phase,100062
ds004504,62,10,1,none,0
ds004504,62,10,1,phase,100062
ds004504,62,10,2,none,0
ds004504,62,10,2,phase,100062
ds004504,63,1,0,none,0
ds004504,63,1,0,phase,100063
ds004504,63,1,1,none,0
ds004504,63,1,1,phase,100063
ds004504,63,1,2,none,0
ds004504,63,1,2,phase,100063
ds004504,63,2,0,none,0
ds004504,63,2,0,phase,100063
ds004504,63,2,1,none,0
ds004504,63,2,1,phase,100063
ds004504,63,2,2,none,0
ds004504,63,2,2,phase,100063
ds004504,63,3,0,none,0
ds004504,63,3,0,phase,100063
ds004504,63,3,1,none,0
ds004504,63,3,1,phase,100063
ds004504,63,3,2,none,0
ds004504,63,3,2,phase,100063
ds004504,63,4,0,none,0
ds004504,63,4,0,phase,100063
ds004504,63,4,1,none,0
ds004504,63,4,1,phase,100063
ds004504,63,4,2,none,0
ds004504,63,4,2,phase,100063
ds004504,63,5,0,none,0
ds004504,63,5,0,phase,100063
ds004504,63,5,1,none,0
ds004504,63,5,1,phase,100063
ds004504,63,5,2,none,0
ds004504,63,5,2,phase,100063
ds004504,63,6,0,none,0
ds004504,63,6,0,phase,100063
ds004504,63,6,1,none,0
ds004504,63,6,1,phase,100063
ds004504,63,6,2,none,0
ds004504,63,6,2,phase,100063
ds004504,63,7,0,none,0
ds004504,63,7,0,phase,100063
ds004504,63,7,1,none,0
ds004504,63,7,1,phase,100063
ds004504,63,7,2,none,0
ds004504,63,7,2,phase,100063
ds004504,63,8,0,none,0
ds004504,63,8,0,phase,100063
ds004504,63,8,1,none,0
ds004504,63,8,1,phase,100063
ds004504,63,8,2,none,0
ds004504,63,8,2,phase,100063
ds004504,63,9,0,none,0
ds004504,63,9,0,phase,100063
ds004504,63,9,1,none,0
ds004504,63,9,1,phase,100063
ds004504,63,9,2,none,0
ds004504,63,9,2,phase,100063
ds004504,63,10,0,none,0
ds004504,63,10,0,phase,100063
ds004504,63,10,1,none,0
ds004504,63,10,1,phase,100063
ds004504,63,10,2,none,0
ds004504,63,10,2,phase,100063
ds004504,64,1,0,none,0
ds004504,64,1,0,phase,100064
ds004504,64,1,1,none,0
ds004504,64,1,1,phase,100064
ds004504,64,1,2,none,0
ds004504,64,1,2,phase,100064
ds004504,64,2,0,none,0
ds004504,64,2,0,phase,100064
ds004504,64,2,1,none,0
ds004504,64,2,1,phase,100064
ds004504,64,2,2,none,0
ds004504,64,2,2,phase,100064
ds004504,64,3,0,none,0
ds004504,64,3,0,phase,100064
ds004504,64,3,1,none,0
ds004504,64,3,1,phase,100064
ds004504,64,3,2,none,0
ds004504,64,3,2,phase,100064
ds004504,64,4,0,none,0
ds004504,64,4,0,phase,100064
ds004504,64,4,1,none,0
ds004504,64,4,1,phase,100064
ds004504,64,4,2,none,0
ds004504,64,4,2,phase,100064
ds004504,64,5,0,none,0
ds004504,64,5,0,phase,100064
ds004504,64,5,1,none,0
ds004504,64,5,1,phase,100064
ds004504,64,5,2,none,0
ds004504,64,5,2,phase,100064
ds004504,64,6,0,none,0
ds004504,64,6,0,phase,100064
ds004504,64,6,1,none,0
ds004504,64,6,1,phase,100064
ds004504,64,6,2,none,0
ds004504,64,6,2,phase,100064
ds004504,64,7,0,none,0
ds004504,64,7,0,phase,100064
ds004504,64,7,1,none,0
ds004504,64,7,1,phase,100064
ds004504,64,7,2,none,0
ds004504,64,7,2,phase,100064
ds004504,64,8,0,none,0
ds004504,64,8,0,phase,100064
ds004504,64,8,1,none,0
ds004504,64,8,1,phase,100064
ds004504,64,8,2,none,0
ds004504,64,8,2,phase,100064
ds004504,64,9,0,none,0
ds004504,64,9,0,phase,100064
ds004504,64,9,1,none,0
ds004504,64,9,1,phase,100064
ds004504,64,9,2,none,0
ds004504,64,9,2,phase,100064
ds004504,64,10,0,none,0
ds004504,64,10,0,phase,100064
ds004504,64,10,1,none,0
ds004504,64,10,1,phase,100064
ds004504,64,10,2,none,0
ds004504,64,10,2,phase,100064
ds004504,65,1,0,none,0
ds004504,65,1,0,phase,100065
ds004504,65,1,1,none,0
ds004504,65,1,1,phase,100065
ds004504,65,1,2,none,0
ds004504,65,1,2,phase,100065
ds004504,65,2,0,none,0
ds004504,65,2,0,phase,100065
ds004504,65,2,1,none,0
ds004504,65,2,1,phase,100065
ds004504,65,2,2,none,0
ds004504,65,2,2,phase,100065
ds004504,65,3,0,none,0
ds004504,65,3,0,phase,100065
ds004504,65,3,1,none,0
ds004504,65,3,1,phase,100065
ds004504,65,3,2,none,0
ds004504,65,3,2,phase,100065
ds004504,65,4,0,none,0
ds004504,65,4,0,phase,100065
ds004504,65,4,1,none,0
ds004504,65,4,1,phase,100065
ds004504,65,4,2,none,0
ds004504,65,4,2,phase,100065
ds004504,65,5,0,none,0
ds004504,65,5,0,phase,100065
ds004504,65,5,1,none,0
ds004504,65,5,1,phase,100065
ds004504,65,5,2,none,0
ds004504,65,5,2,phase,100065
ds004504,65,6,0,none,0
ds004504,65,6,0,phase,100065
ds004504,65,6,1,none,0
ds004504,65,6,1,phase,100065
ds004504,65,6,2,none,0
ds004504,65,6,2,phase,100065
ds004504,65,7,0,none,0
ds004504,65,7,0,phase,100065
ds004504,65,7,1,none,0
ds004504,65,7,1,phase,100065
ds004504,65,7,2,none,0
ds004504,65,7,2,phase,100065
ds004504,65,8,0,none,0
ds004504,65,8,0,phase,100065
ds004504,65,8,1,none,0
ds004504,65,8,1,phase,100065
ds004504,65,8,2,none,0
ds004504,65,8,2,phase,100065
ds004504,65,9,0,none,0
ds004504,65,9,0,phase,100065
ds004504,65,9,1,none,0
ds004504,65,9,1,phase,100065
ds004504,65,9,2,none,0
ds004504,65,9,2,phase,100065
ds004504,65,10,0,none,0
ds004504,65,10,0,phase,100065
ds004504,65,10,1,none,0
ds004504,65,10,1,phase,100065
ds004504,65,10,2,none,0
ds004504,65,10,2,phase,100065
ds004621,1,1,0,none,0
ds004621,1,1,0,phase,100001
ds004621,1,1,1,none,0
ds004621,1,1,1,phase,100001
ds004621,1,1,2,none,0
ds004621,1,1,2,phase,100001
ds004621,1,2,0,none,0
ds004621,1,2,0,phase,100001
ds004621,1,2,1,none,0
ds004621,1,2,1,phase,100001
ds004621,1,2,2,none,0
ds004621,1,2,2,phase,100001
ds004621,1,3,0,none,0
ds004621,1,3,0,phase,100001
ds004621,1,3,1,none,0
ds004621,1,3,1,phase,100001
ds004621,1,3,2,none,0
ds004621,1,3,2,phase,100001
ds004621,1,4,0,none,0
ds004621,1,4,0,phase,100001
ds004621,1,4,1,none,0
ds004621,1,4,1,phase,100001
ds004621,1,4,2,none,0
ds004621,1,4,2,phase,100001
ds004621,1,5,0,none,0
ds004621,1,5,0,phase,100001
ds004621,1,5,1,none,0
ds004621,1,5,1,phase,100001
ds004621,1,5,2,none,0
ds004621,1,5,2,phase,100001
ds004621,1,6,0,none,0
ds004621,1,6,0,phase,100001
ds004621,1,6,1,none,0
ds004621,1,6,1,phase,100001
ds004621,1,6,2,none,0
ds004621,1,6,2,phase,100001
ds004621,1,7,0,none,0
ds004621,1,7,0,phase,100001
ds004621,1,7,1,none,0
ds004621,1,7,1,phase,100001
ds004621,1,7,2,none,0
ds004621,1,7,2,phase,100001
ds004621,1,8,0,none,0
ds004621,1,8,0,phase,100001
ds004621,1,8,1,none,0
ds004621,1,8,1,phase,100001
ds004621,1,8,2,none,0
ds004621,1,8,2,phase,100001
ds004621,1,9,0,none,0
ds004621,1,9,0,phase,100001
ds004621,1,9,1,none,0
ds004621,1,9,1,phase,100001
ds004621,1,9,2,none,0
ds004621,1,9,2,phase,100001
ds004621,1,10,0,none,0
ds004621,1,10,0,phase,100001
ds004621,1,10,1,none,0
ds004621,1,10,1,phase,100001
ds004621,1,10,2,none,0
ds004621,1,10,2,phase,100001
ds004621,2,1,0,none,0
ds004621,2,1,0,phase,100002
ds004621,2,1,1,none,0
ds004621,2,1,1,phase,100002
ds004621,2,1,2,none,0
ds004621,2,1,2,phase,100002
ds004621,2,2,0,none,0
ds004621,2,2,0,phase,100002
ds004621,2,2,1,none,0
ds004621,2,2,1,phase,100002
ds004621,2,2,2,none,0
ds004621,2,2,2,phase,100002
ds004621,2,3,0,none,0
ds004621,2,3,0,phase,100002
ds004621,2,3,1,none,0
ds004621,2,3,1,phase,100002
ds004621,2,3,2,none,0
ds004621,2,3,2,phase,100002
ds004621,2,4,0,none,0
ds004621,2,4,0,phase,100002
ds004621,2,4,1,none,0
ds004621,2,4,1,phase,100002
ds004621,2,4,2,none,0
ds004621,2,4,2,phase,100002
ds004621,2,5,0,none,0
ds004621,2,5,0,phase,100002
ds004621,2,5,1,none,0
ds004621,2,5,1,phase,100002
ds004621,2,5,2,none,0
ds004621,2,5,2,phase,100002
ds004621,2,6,0,none,0
ds004621,2,6,0,phase,100002
ds004621,2,6,1,none,0
ds004621,2,6,1,phase,100002
ds004621,2,6,2,none,0
ds004621,2,6,2,phase,100002
ds004621,2,7,0,none,0
ds004621,2,7,0,phase,100002
ds004621,2,7,1,none,0
ds004621,2,7,1,phase,100002
ds004621,2,7,2,none,0
ds004621,2,7,2,phase,100002
ds004621,2,8,0,none,0
ds004621,2,8,0,phase,100002
ds004621,2,8,1,none,0
ds004621,2,8,1,phase,100002
ds004621,2,8,2,none,0
ds004621,2,8,2,phase,100002
ds004621,2,9,0,none,0
ds004621,2,9,0,phase,100002
ds004621,2,9,1,none,0
ds004621,2,9,1,phase,100002
ds004621,2,9,2,none,0
ds004621,2,9,2,phase,100002
ds004621,2,10,0,none,0
ds004621,2,10,0,phase,100002
ds004621,2,10,1,none,0
ds004621,2,10,1,phase,100002
ds004621,2,10,2,none,0
ds004621,2,10,2,phase,100002
ds004621,3,1,0,none,0
ds004621,3,1,0,phase,100003
ds004621,3,1,1,none,0
ds004621,3,1,1,phase,100003
ds004621,3,1,2,none,0
ds004621,3,1,2,phase,100003
ds004621,3,2,0,none,0
ds004621,3,2,0,phase,100003
ds004621,3,2,1,none,0
ds004621,3,2,1,phase,100003
ds004621,3,2,2,none,0
ds004621,3,2,2,phase,100003
ds004621,3,3,0,none,0
ds004621,3,3,0,phase,100003
ds004621,3,3,1,none,0
ds004621,3,3,1,phase,100003
ds004621,3,3,2,none,0
ds004621,3,3,2,phase,100003
ds004621,3,4,0,none,0
ds004621,3,4,0,phase,100003
ds004621,3,4,1,none,0
ds004621,3,4,1,phase,100003
ds004621,3,4,2,none,0
ds004621,3,4,2,phase,100003
ds004621,3,5,0,none,0
ds004621,3,5,0,phase,100003
ds004621,3,5,1,none,0
ds004621,3,5,1,phase,100003
ds004621,3,5,2,none,0
ds004621,3,5,2,phase,100003
ds004621,3,6,0,none,0
ds004621,3,6,0,phase,100003
ds004621,3,6,1,none,0
ds004621,3,6,1,phase,100003
ds004621,3,6,2,none,0
ds004621,3,6,2,phase,100003
ds004621,3,7,0,none,0
ds004621,3,7,0,phase,100003
ds004621,3,7,1,none,0
ds004621,3,7,1,phase,100003
ds004621,3,7,2,none,0
ds004621,3,7,2,phase,100003
ds004621,3,8,0,none,0
ds004621,3,8,0,phase,100003
ds004621,3,8,1,none,0
ds004621,3,8,1,phase,100003
ds004621,3,8,2,none,0
ds004621,3,8,2,phase,100003
ds004621,3,9,0,none,0
ds004621,3,9,0,phase,100003
ds004621,3,9,1,none,0
ds004621,3,9,1,phase,100003
ds004621,3,9,2,none,0
ds004621,3,9,2,phase,100003
ds004621,3,10,0,none,0
ds004621,3,10,0,phase,100003
ds004621,3,10,1,none,0
ds004621,3,10,1,phase,100003
ds004621,3,10,2,none,0
ds004621,3,10,2,phase,100003
ds004621,4,1,0,none,0
ds004621,4,1,0,phase,100004
ds004621,4,1,1,none,0
ds004621,4,1,1,phase,100004
ds004621,4,1,2,none,0
ds004621,4,1,2,phase,100004
ds004621,4,2,0,none,0
ds004621,4,2,0,phase,100004
ds004621,4,2,1,none,0
ds004621,4,2,1,phase,100004
ds004621,4,2,2,none,0
ds004621,4,2,2,phase,100004
ds004621,4,3,0,none,0
ds004621,4,3,0,phase,100004
ds004621,4,3,1,none,0
ds004621,4,3,1,phase,100004
ds004621,4,3,2,none,0
ds004621,4,3,2,phase,100004
ds004621,4,4,0,none,0
ds004621,4,4,0,phase,100004
ds004621,4,4,1,none,0
ds004621,4,4,1,phase,100004
ds004621,4,4,2,none,0
ds004621,4,4,2,phase,100004
ds004621,4,5,0,none,0
ds004621,4,5,0,phase,100004
ds004621,4,5,1,none,0
ds004621,4,5,1,phase,100004
ds004621,4,5,2,none,0
ds004621,4,5,2,phase,100004
ds004621,4,6,0,none,0
ds004621,4,6,0,phase,100004
ds004621,4,6,1,none,0
ds004621,4,6,1,phase,100004
ds004621,4,6,2,none,0
ds004621,4,6,2,phase,100004
ds004621,4,7,0,none,0
ds004621,4,7,0,phase,100004
ds004621,4,7,1,none,0
ds004621,4,7,1,phase,100004
ds004621,4,7,2,none,0
ds004621,4,7,2,phase,100004
ds004621,4,8,0,none,0
ds004621,4,8,0,phase,100004
ds004621,4,8,1,none,0
ds004621,4,8,1,phase,100004
ds004621,4,8,2,none,0
ds004621,4,8,2,phase,100004
ds004621,4,9,0,none,0
ds004621,4,9,0,phase,100004
ds004621,4,9,1,none,0
ds004621,4,9,1,phase,100004
ds004621,4,9,2,none,0
ds004621,4,9,2,phase,100004
ds004621,4,10,0,none,0
ds004621,4,10,0,phase,100004
ds004621,4,10,1,none,0
ds004621,4,10,1,phase,100004
ds004621,4,10,2,none,0
ds004621,4,10,2,phase,100004
ds004621,5,1,0,none,0
ds004621,5,1,0,phase,100005
ds004621,5,1,1,none,0
ds004621,5,1,1,phase,100005
