dataset,subject,component,mean_rho,activation,empirical_density,fitted_density
ds004505,sub-01,7,1.4205420042984873,-3.7903840513730702,0.002279084081075221,0.0026412445372807781
ds004505,sub-01,7,1.4205420042984873,-3.7277330753173166,0.0027064123462768059,0.0028373390380155902
ds004505,sub-01,7,1.4205420042984873,-3.6650820992615634,0.0030523447514400276,0.0030525444915492114
ds004505,sub-01,7,1.4205420042984873,-3.6024311232058102,0.0037849074917856349,0.0032893360994781127
ds004505,sub-01,7,1.4205420042984873,-3.539780147150057,0.0029912978564112275,0.0035505534474255702
ds004505,sub-01,7,1.4205420042984873,-3.4771291710943038,0.0044157254070832401,0.0038394520466264051
ds004505,sub-01,7,1.4205420042984873,-3.4144781950385505,0.0040901419669296373,0.0041597608975097559
ds004505,sub-01,7,1.4205420042984873,-3.3518272189827973,0.0044971212671216414,0.0045157464761526453
ds004505,sub-01,7,1.4205420042984873,-3.2891762429270441,0.0050058453923616459,0.0049122835025402342
ds004505,sub-01,7,1.4205420042984873,-3.2265252668712909,0.0060436426078512556,0.0053549327874764319
ds004505,sub-01,7,1.4205420042984873,-3.1638742908155377,0.0068372522432256621,0.0058500263691567966
ds004505,sub-01,7,1.4205420042984873,-3.1012233147597845,0.0066337625931296605,0.006404760037037824
ds004505,sub-01,7,1.4205420042984873,-3.0385723387040313,0.0074477211935136678,0.0070272931957538181
ds004505,sub-01,7,1.4205420042984873,-2.9759213626482781,0.0087093570241088807,0.0077268558414261028
ds004505,sub-01,7,1.4205420042984873,-2.9132703865925249,0.0087500549541280805,0.0085138622028231737
ds004505,sub-01,7,1.4205420042984873,-2.8506194105367717,0.009950643889694492,0.0094000303367229848
ds004505,sub-01,7,1.4205420042984873,-2.7879684344810185,0.011151232825260904,0.010398506657156617
ds004505,sub-01,7,1.4205420042984873,-2.7253174584252653,0.012799498991038518,0.011523994019252227
ds004505,sub-01,7,1.4205420042984873,-2.6626664823695121,0.013593108626412925,0.012792881568296255
ds004505,sub-01,7,1.4205420042984873,-2.6000155063137589,0.014284973436739332,0.014223374102692832
ds004505,sub-01,7,1.4205420042984873,-2.5373645302580057,0.017154177503092956,0.015835618186516839
ds004505,sub-01,7,1.4205420042984873,-2.4747135542022525,0.018558256088755241,0.017651821685927552
